x, y, z, nx, ny, nz, score
16.37840843200684, 7.164868831634521, 26.5324535369873, -0.2728164196014404, -0.9616470336914062, -0.02839265950024128, 0.3694590926170349, 53
81.38682556152344, -24.50853729248047, 52.2667350769043, -0.1452980637550354, -0.1730942279100418, -0.974128782749176, 0.1272151172161102, 272
4.84410572052002, 15.17793369293213, 28.18559265136719, -0.9592300057411194, 0.2683789432048798, 0.08860357105731964, 0.01091631595045328, 282
10.84813117980957, 8.792869567871094, 21.53144454956055, -0.2333201467990875, -0.9723646640777588, 0.008290563710033894, 0.1144314259290695, 340
14.76028060913086, 7.668665885925293, 22.69568252563477, -0.2735868394374847, -0.9618096947669983, -0.008511589840054512, 0.1611659824848175, 448
11.13001155853271, 8.710941314697266, 22.21185302734375, -0.2735803425312042, -0.9617869257926941, -0.01094321440905333, 0.1872750222682953, 583
14.24241352081299, 8.012508392333984, 20.29928970336914, -0.2682018876075745, -0.963361918926239, -0.001202699029818177, 0.2255905121564865, 818
16.41241836547852, 7.393319606781006, 23.65632820129395, -0.2694457173347473, -0.9629966020584106, -0.00604138383641839, 0.1506057977676392, 906
16.04198455810547, 7.254448413848877, 31.86135673522949, -0.2647315263748169, -0.9632250070571899, -0.04598622769117355, 0.1901326924562454, 930
18.22144317626953, 6.898234844207764, 21.62263107299805, -0.2688247859477997, -0.9631883502006531, -0.001205492299050093, 0.3252780735492706, 988
17.82236480712891, 7.004894256591797, 22.66235733032227, -0.2694457173347473, -0.9629966020584106, -0.00604138383641839, 0.2638967335224152, 989
41.29458999633789, -1.183233022689819, 38.31764984130859, -0.4282631576061249, -0.9013919830322266, -0.06389958411455154, 0.4024088978767395, 990
66.84440612792969, -15.30771541595459, 32.7459716796875, -0.56415194272995, -0.824529767036438, -0.04339630529284477, 0.06987299770116806, 1004
16.69399833679199, 6.982188701629639, 33.60181045532227, -0.2647315263748169, -0.9632250070571899, -0.04598622769117355, 0.3373488187789917, 1011
20.04981803894043, 6.390826225280762, 19.55236625671387, -0.2710593640804291, -0.9625619053840637, -0.001204708241857588, 0.3572052717208862, 1047
20.32394027709961, 6.31263542175293, 20.78787231445312, -0.2688247859477997, -0.9631883502006531, -0.001205492299050093, 0.3455232679843903, 1050
40.05097579956055, -0.1502683162689209, 8.917667388916016, -0.4383592903614044, -0.8970758318901062, 0.05564313009381294, 0.09412796050310135, 1057
12.78317832946777, 8.419366836547852, 19.37793159484863, -0.2682018876075745, -0.963361918926239, 0.001202699029818177, 0.2363743335008621, 1128
67.24044036865234, -15.26335906982422, 22.90838432312012, -0.5637895464897156, -0.8258902430534363, -0.006825539283454418, 0.1165330186486244, 1162
10.6147928237915, 9.012249946594238, 17.61198806762695, -0.2684421837329865, -0.9632337689399719, 0.01093203481286764, 0.09955143183469772, 1199
10.31338691711426, 9.090115547180176, 24.58790588378906, -0.270069420337677, -0.9628035426139832, -0.008477515541017056, 0.09856219589710236, 1212
9.953258514404297, 9.179538726806641, 25.28593635559082, -0.2674100399017334, -0.9634087085723877, -0.01831575483083725, 0.08626601845026016, 1214
9.814391136169434, 9.221501350402832, 25.11342430114746, -0.2674100399017334, -0.9634087085723877, -0.01831575483083725, 0.1007195711135864, 1215
66.35378265380859, -15.72636318206787, 41.33057022094727, -0.5653349161148071, -0.8216580748558044, -0.07262489199638367, 0.03670661896467209, 1228
68.86652374267578, -17.72211074829102, 45.76404571533203, -0.5635840892791748, -0.8217141628265381, -0.08460931479930878, 0.4508376717567444, 1229
66.21492004394531, -7.804868698120117, 18.19547462463379, -0.5302658677101135, -0.805566132068634, -0.2643508315086365, 0.01685672998428345, 1241
8.389620780944824, 9.400612831115723, 9.755804061889648, -0.2723806798458099, -0.9614167213439941, 0.03855616971850395, 0.01116030663251877, 1266
8.691505432128906, 9.519768714904785, 15.31939220428467, -0.2696752846240997, -0.9627773761749268, 0.01830375194549561, 0.02217823639512062, 1276
9.672887802124023, 9.006525039672852, 13.51545810699463, -0.3382361531257629, -0.9406794309616089, 0.02680362015962601, 0.1174993291497231, 1307
67.54116821289062, -15.44459438323975, 18.90542984008789, -0.5656560659408569, -0.8246310949325562, 0.004089079797267914, 0.1232964545488358, 1313
7.871119976043701, 9.654335975646973, 29.03244209289551, -0.2711087763309479, -0.9618790149688721, -0.03590024635195732, 0.4247947335243225, 1317
67.35829925537109, -15.92250061035156, 37.00843811035156, -0.5625261664390564, -0.824756383895874, -0.0578034408390522, 0.09493480622768402, 1324
77.36803436279297, -22.75454521179199, 52.6163215637207, -0.1980100274085999, -0.2553646564483643, -0.9463514089584351, 0.1198278814554214, 1333
6.005730628967285, 10.11348915100098, 30.67732048034668, -0.2711087763309479, -0.9618790149688721, -0.03590024635195732, 0.3464393019676208, 1391
71.78799438476562, -19.82490730285645, 46.71527862548828, -0.5626680254936218, -0.8216967582702637, -0.09066005796194077, 0.4097348153591156, 1515
66.93680572509766, -16.33833885192871, 45.15599822998047, -0.5635840892791748, -0.8217141628265381, -0.08460931479930878, 0.3265048265457153, 1548
37.97622680664062, 8.885851860046387, 40.31328964233398, -0.8949059247970581, 0.4370470643043518, 0.09018431603908539, 0.8686224818229675, 1644
67.32405090332031, -16.37124633789062, 52.89622116088867, -0.2504951953887939, -0.3720372319221497, -0.8937787413597107, 0.2725625932216644, 1677
72.22702789306641, -20.20689964294434, 47.44658660888672, -0.5626680254936218, -0.8216967582702637, -0.09066005796194077, 0.5114522576332092, 1917
67.54538726806641, -15.95137214660645, 35.55524826049805, -0.5633962154388428, -0.8247221112251282, -0.0491742305457592, 0.1161896735429764, 1921
66.8665771484375, -15.66880989074707, 51.58803939819336, -0.566240131855011, -0.824239194393158, -0.001357889967039227, 0.7647620439529419, 2203
37.68880462646484, 9.03258228302002, 36.70560073852539, -0.8949059247970581, 0.4370470643043518, 0.09018431603908539, 0.5459848642349243, 2260
67.205078125, -16.74775314331055, 47.26191711425781, -0.5626680254936218, -0.8216967582702637, -0.09066005796194077, 0.4047060310840607, 2296
4.189640998840332, 10.72724342346191, 27.35014152526855, -0.2450399100780487, -0.9692957997322083, -0.02052058465778828, 0.1791353523731232, 2370
81.85714721679688, -25.28426742553711, 52.34012222290039, -0.1620952039957047, -0.2009980529546738, -0.9660874605178833, 0.1054435670375824, 2405
39.73799896240234, 0.00945753138512373, 31.8293399810791, -0.4311265349388123, -0.9012022018432617, -0.04432142153382301, 0.07961183041334152, 2433
67.01039886474609, -15.12575912475586, 14.50053405761719, -0.5650233030319214, -0.8247405886650085, 0.02348507568240166, 0.1083348914980888, 2469
81.48406982421875, -24.96595001220703, 52.33769989013672, -0.1522058993577957, -0.1854609698057175, -0.970792293548584, 0.09105881303548813, 2581
10.19743919372559, 12.64462852478027, 28.60585021972656, 0.2690542340278625, 0.9629949927330017, 0.01582671888172626, 0.004135834984481335, 2611
18.73497009277344, 6.578098297119141, 17.74179077148438, -0.9614858627319336, 0.2695168852806091, -0.05390337854623795, 0.5228878259658813, 2694
75.05368041992188, -22.35283279418945, 49.26189804077148, -0.5628991723060608, -0.8204725980758667, -0.09984587132930756, 0.8034646511077881, 2721
38.93726348876953, -0.4304164052009583, 42.49591445922852, -0.4327487051486969, -0.8972968459129333, -0.08710277080535889, 0.5801768898963928, 2769
66.40467071533203, -7.606081008911133, 17.30810737609863, -0.5317145586013794, -0.7920166254043579, -0.2999822497367859, 0.04175775498151779, 2812
37.84857940673828, 8.580299377441406, 40.52811813354492, -0.8949059247970581, 0.4370470643043518, 0.09018431603908539, 0.7040848731994629, 2825
9.038276672363281, 9.300948143005371, 23.00004768371582, -0.2735868394374847, -0.9618096947669983, -0.008511589840054512, 0.06728634238243103, 2859
37.95462799072266, 8.650272369384766, 41.25088500976562, -0.8949059247970581, 0.4370470643043518, 0.09018431603908539, 0.7170089483261108, 2903
76.09721374511719, -22.3322696685791, 52.78042602539062, -0.2166218459606171, -0.2809095978736877, -0.9349678158760071, 0.09010443091392517, 2936
66.04304504394531, -15.13005542755127, 52.76062393188477, -0.2201944887638092, -0.3410855829715729, -0.9138790965080261, 0.02546041458845139, 2944
7.10118579864502, 9.933414459228516, 19.73251533508301, -0.9614858627319336, 0.2695168852806091, -0.05390337854623795, 0.5349401235580444, 3016
37.95732498168945, 8.642446517944336, 41.31634521484375, -0.8949059247970581, 0.4370470643043518, 0.09018431603908539, 0.3202499151229858, 3170
86.01893615722656, -21.33097076416016, 52.23687362670898, 0.1723082363605499, 0.1421228498220444, -0.9747363328933716, 0.7227723002433777, 3667
72.2763671875, -20.67899513244629, 49.90643692016602, -0.5628991723060608, -0.8204725980758667, -0.09984587132930756, 0.7679340243339539, 3798
43.01650238037109, 6.47499942779541, 38.95217895507812, 0.4392348527908325, 0.8982551097869873, -0.01450925972312689, 0.01598630473017693, 3842
